"Trial"	"RiskType"	"RewardType"	"ResponseType"	"Reward"	"Shock"	"SubjID"
43	3	3	1	0.92	1	18
44	2	3	1	0.8	0	18
45	1	2	1	0.37	0	18
46	1	3	1	0.8	1	18
47	2	2	1	0.62	0	18
48	2	1	0	0.11	1	18
49	3	2	1	0.5	1	18
52	1	3	1	0.71	0	18
53	2	1	0	0.19	1	18
54	2	2	1	0.46	0	18
55	3	1	0	0.07	0	18
56	3	2	1	0.55	1	18
57	2	3	1	0.67	1	18
58	2	1	1	0.25	0	18
59	3	1	0	0.28	1	18
60	1	1	1	0.32	0	18
61	3	3	1	0.68	1	18
64	2	3	1	0.75	1	18
65	1	1	1	0.23	0	18
66	1	2	1	0.5	0	18
67	3	1	0	0.14	1	18
68	2	1	0	0.32	0	18
70	2	2	1	0.38	1	18
72	1	1	0	0.16	0	18
73	3	2	1	0.39	1	18
75	2	3	1	0.86	0	18
76	1	2	1	0.56	0	18
77	3	3	1	0.81	1	18
78	2	3	1	0.94	0	18
86	1	1	1	0.21	0	18
87	3	2	0	0.47	1	18
88	3	1	0	0.12	1	18
91	1	1	1	0.05	0	18
95	3	1	0	0.17	1	18
96	2	3	1	0.78	1	18
97	2	2	0	0.43	1	18
99	3	3	1	0.73	0	18
103	1	2	1	0.48	0	18
104	2	1	0	0.08	0	18
105	3	3	1	0.9	1	18
106	2	2	1	0.6	1	18
107	2	2	1	0.35	0	18
1	1	2	1	0.53	0	19
2	2	1	0	0.13	0	19
3	2	3	1	0.91	1	19
4	3	1	0	0.15	1	19
5	1	2	1	0.61	0	19
6	3	1	0	0.31	1	19
7	3	3	0	0.79	1	19
8	1	1	1	0.1	0	19
9	3	2	0	0.58	1	19
10	3	2	0	0.36	1	19
11	1	3	1	0.82	0	19
12	3	1	0	0.22	1	19
13	3	3	1	0.87	0	19
14	1	2	1	0.45	0	19
15	2	3	1	0.7	0	19
16	1	1	1	0.27	0	19
17	2	2	0	0.4	0	19
18	1	1	1	0.18	0	19
19	1	3	1	0.74	0	19
20	3	2	0	0.52	1	19
21	1	1	1	0.34	0	19
22	3	3	1	0.7	1	19
23	2	2	1	0.65	0	19
24	2	2	0	0.49	1	19
25	2	2	1	0.57	0	19
26	2	1	1	0.22	1	19
27	1	2	1	0.4	1	19
28	2	1	0	0.27	1	19
29	1	3	1	0.88	0	19
30	3	1	0	0.09	1	19
31	3	2	0	0.44	1	19
32	3	3	0	0.95	1	19
33	2	3	1	0.75	1	19
34	2	1	0	0.06	1	19
35	2	3	1	0.83	0	19
36	1	3	1	0.66	0	19
37	3	3	0	0.84	1	19
38	1	3	1	0.93	0	19
39	3	1	0	0.2	1	19
40	3	2	0	0.41	1	19
41	1	2	1	0.59	0	19
42	1	3	1	0.85	0	19
43	3	3	0	0.92	1	19
44	2	3	1	0.8	0	19
45	1	2	1	0.37	0	19
46	1	3	1	0.8	1	19
47	2	2	0	0.62	0	19
48	2	1	0	0.11	1	19
49	3	2	0	0.5	1	19
50	3	2	0	0.63	1	19
51	2	3	1	0.89	0	19
52	1	3	1	0.71	0	19
53	2	1	1	0.19	1	19
54	2	2	1	0.46	0	19
55	3	1	0	0.07	0	19
56	3	2	0	0.55	1	19
57	2	3	0	0.67	1	19
58	2	1	1	0.25	0	19
59	3	1	0	0.28	1	19
60	1	1	1	0.32	0	19
61	3	3	0	0.68	1	19
62	1	1	1	0.07	0	19
63	2	2	0	0.54	1	19
64	2	3	1	0.75	1	19
65	1	1	1	0.23	0	19
66	1	2	1	0.5	0	19
67	3	1	0	0.14	1	19
68	2	1	0	0.32	0	19
69	1	2	1	0.45	0	19
70	2	2	0	0.38	1	19
71	3	3	0	0.76	1	19
72	1	1	1	0.16	0	19
73	3	2	0	0.39	1	19
74	2	1	0	0.24	1	19
75	2	3	1	0.86	0	19
76	1	2	1	0.56	0	19
77	3	3	0	0.81	1	19
78	2	3	1	0.94	0	19
79	2	2	1	0.51	1	19
80	3	1	0	0.33	1	19
81	1	2	1	0.42	0	19
82	1	3	1	0.69	0	19
83	2	3	1	0.72	0	19
84	1	1	1	0.12	0	19
85	3	2	0	0.55	1	19
86	1	1	1	0.21	0	19
87	3	2	0	0.47	1	19
88	3	1	0	0.12	1	19
89	2	1	0	0.17	1	19
90	1	2	1	0.64	0	19
91	1	1	1	0.05	0	19
92	1	3	1	0.85	0	19
93	1	1	1	0.29	0	19
94	1	3	1	0.77	1	19
95	3	1	0	0.17	1	19
96	2	3	1	0.78	1	19
97	2	2	1	0.43	1	19
98	3	3	1	0.65	1	19
99	3	3	0	0.73	0	19
100	2	1	0	0.3	0	19
101	1	3	1	0.9	0	19
102	3	1	1	0.26	1	19
103	1	2	1	0.48	0	19
104	2	1	0	0.08	0	19
105	3	3	0	0.9	1	19
106	2	2	1	0.6	1	19
107	2	2	1	0.35	0	19
108	3	2	0	0.6	1	19
1	1	2	1	0.53	0	20
2	2	1	0	0.13	0	20
3	2	3	0	0.91	1	20
4	3	1	0	0.15	1	20
5	1	2	1	0.61	0	20
6	3	1	0	0.31	1	20
7	3	3	0	0.79	1	20
8	1	1	1	0.1	0	20
9	3	2	0	0.58	1	20
10	3	2	0	0.36	1	20
11	1	3	1	0.82	0	20
12	3	1	0	0.22	1	20
13	3	3	0	0.87	0	20
14	1	2	1	0.45	0	20
15	2	3	0	0.7	0	20
16	1	1	1	0.27	0	20
17	2	2	1	0.4	0	20
18	1	1	1	0.18	0	20
19	1	3	1	0.74	0	20
20	3	2	0	0.52	1	20
21	1	1	1	0.34	0	20
22	3	3	0	0.7	1	20
23	2	2	1	0.65	0	20
24	2	2	1	0.49	1	20
25	2	2	0	0.57	0	20
26	2	1	0	0.22	1	20
27	1	2	1	0.4	1	20
28	2	1	0	0.27	1	20
29	1	3	1	0.88	0	20
30	3	1	0	0.09	1	20
31	3	2	0	0.44	1	20
32	3	3	0	0.95	1	20
33	2	3	1	0.75	1	20
34	2	1	0	0.06	1	20
35	2	3	0	0.83	0	20
36	1	3	1	0.66	0	20
37	3	3	0	0.84	1	20
38	1	3	1	0.93	0	20
39	3	1	0	0.2	1	20
40	3	2	0	0.41	1	20
41	1	2	1	0.59	0	20
42	1	3	1	0.85	0	20
43	3	3	0	0.92	1	20
44	2	3	0	0.8	0	20
45	1	2	1	0.37	0	20
46	1	3	1	0.8	1	20
47	2	2	0	0.62	0	20
48	2	1	1	0.11	1	20
49	3	2	0	0.5	1	20
50	3	2	0	0.63	1	20
51	2	3	1	0.89	0	20
52	1	3	1	0.71	0	20
53	2	1	0	0.19	1	20
54	2	2	0	0.46	0	20
55	3	1	0	0.07	0	20
56	3	2	0	0.55	1	20
57	2	3	0	0.67	1	20
58	2	1	0	0.25	0	20
59	3	1	0	0.28	1	20
60	1	1	1	0.32	0	20
61	3	3	0	0.68	1	20
62	1	1	1	0.07	0	20
63	2	2	0	0.54	1	20
64	2	3	0	0.75	1	20
65	1	1	1	0.23	0	20
66	1	2	1	0.5	0	20
67	3	1	0	0.14	1	20
68	2	1	0	0.32	0	20
69	1	2	1	0.45	0	20
70	2	2	0	0.38	1	20
71	3	3	0	0.76	1	20
72	1	1	1	0.16	0	20
73	3	2	0	0.39	1	20
74	2	1	0	0.24	1	20
75	2	3	0	0.86	0	20
76	1	2	1	0.56	0	20
77	3	3	0	0.81	1	20
78	2	3	1	0.94	0	20
79	2	2	0	0.51	1	20
80	3	1	0	0.33	1	20
81	1	2	1	0.42	0	20
82	1	3	1	0.69	0	20
83	2	3	0	0.72	0	20
84	1	1	1	0.12	0	20
85	3	2	0	0.55	1	20
86	1	1	1	0.21	0	20
87	3	2	0	0.47	1	20
88	3	1	0	0.12	1	20
89	2	1	0	0.17	1	20
90	1	2	1	0.64	0	20
91	1	1	1	0.05	0	20
92	1	3	1	0.85	0	20
93	1	1	1	0.29	0	20
94	1	3	1	0.77	1	20
95	3	1	0	0.17	1	20
96	2	3	1	0.78	1	20
97	2	2	0	0.43	1	20
98	3	3	0	0.65	1	20
99	3	3	0	0.73	0	20
100	2	1	0	0.3	0	20
101	1	3	1	0.9	0	20
102	3	1	0	0.26	1	20
103	1	2	1	0.48	0	20
104	2	1	0	0.08	0	20
105	3	3	0	0.9	1	20
106	2	2	0	0.6	1	20
107	2	2	1	0.35	0	20
108	3	2	0	0.6	1	20
1	1	2	1	0.53	0	21
2	2	1	1	0.13	0	21
3	2	3	1	0.91	1	21
4	3	1	0	0.15	1	21
5	1	2	1	0.61	0	21
6	3	1	0	0.31	1	21
7	3	3	0	0.79	1	21
8	1	1	1	0.1	0	21
9	3	2	0	0.58	1	21
10	3	2	0	0.36	1	21
11	1	3	1	0.82	0	21
12	3	1	0	0.22	1	21
13	3	3	0	0.87	0	21
14	1	2	1	0.45	0	21
15	2	3	1	0.7	0	21
16	1	1	1	0.27	0	21
17	2	2	1	0.4	0	21
18	1	1	1	0.18	0	21
19	1	3	1	0.74	0	21
20	3	2	0	0.52	1	21
21	1	1	1	0.34	0	21
22	3	3	1	0.7	1	21
23	2	2	1	0.65	0	21
24	2	2	1	0.49	1	21
25	2	2	1	0.57	0	21
26	2	1	1	0.22	1	21
27	1	2	1	0.4	1	21
28	2	1	0	0.27	1	21
29	1	3	1	0.88	0	21
30	3	1	0	0.09	1	21
31	3	2	0	0.44	1	21
32	3	3	0	0.95	1	21
33	2	3	0	0.75	1	21
34	2	1	1	0.06	1	21
35	2	3	1	0.83	0	21
36	1	3	1	0.66	0	21
37	3	3	1	0.84	1	21
38	1	3	1	0.93	0	21
39	3	1	0	0.2	1	21
40	3	2	0	0.41	1	21
41	1	2	1	0.59	0	21
42	1	3	1	0.85	0	21
43	3	3	0	0.92	1	21
44	2	3	1	0.8	0	21
45	1	2	1	0.37	0	21
46	1	3	1	0.8	1	21
47	2	2	1	0.62	0	21
48	2	1	1	0.11	1	21
49	3	2	0	0.5	1	21
50	3	2	0	0.63	1	21
51	2	3	1	0.89	0	21
52	1	3	1	0.71	0	21
53	2	1	0	0.19	1	21
54	2	2	1	0.46	0	21
55	3	1	0	0.07	0	21
56	3	2	0	0.55	1	21
57	2	3	1	0.67	1	21
58	2	1	1	0.25	0	21
59	3	1	0	0.28	1	21
60	1	1	1	0.32	0	21
61	3	3	0	0.68	1	21
62	1	1	0	0.07	0	21
63	2	2	1	0.54	1	21
64	2	3	1	0.75	1	21
65	1	1	1	0.23	0	21
66	1	2	1	0.5	0	21
67	3	1	0	0.14	1	21
68	2	1	1	0.32	0	21
69	1	2	1	0.45	0	21
70	2	2	1	0.38	1	21
71	3	3	0	0.76	1	21
72	1	1	0	0.16	0	21
73	3	2	0	0.39	1	21
74	2	1	0	0.24	1	21
75	2	3	1	0.86	0	21
76	1	2	1	0.56	0	21
77	3	3	1	0.81	1	21
78	2	3	1	0.94	0	21
79	2	2	0	0.51	1	21
80	3	1	0	0.33	1	21
81	1	2	1	0.42	0	21
83	2	3	1	0.72	0	21
84	1	1	1	0.12	0	21
85	3	2	0	0.55	1	21
86	1	1	1	0.21	0	21
87	3	2	0	0.47	1	21
88	3	1	0	0.12	1	21
89	2	1	1	0.17	1	21
90	1	2	1	0.64	0	21
91	1	1	1	0.05	0	21
92	1	3	1	0.85	0	21
93	1	1	1	0.29	0	21
94	1	3	1	0.77	1	21
95	3	1	0	0.17	1	21
96	2	3	1	0.78	1	21
97	2	2	1	0.43	1	21
98	3	3	0	0.65	1	21
99	3	3	0	0.73	0	21
100	2	1	1	0.3	0	21
101	1	3	1	0.9	0	21
102	3	1	0	0.26	1	21
103	1	2	1	0.48	0	21
104	2	1	1	0.08	0	21
105	3	3	1	0.9	1	21
106	2	2	1	0.6	1	21
107	2	2	1	0.35	0	21
108	3	2	0	0.6	1	21
1	1	2	1	0.53	0	22
2	2	1	0	0.13	0	22
3	2	3	1	0.91	1	22
4	3	1	0	0.15	1	22
5	1	2	1	0.61	0	22
6	3	1	0	0.31	1	22
7	3	3	1	0.79	1	22
8	1	1	0	0.1	0	22
9	3	2	0	0.58	1	22
10	3	2	0	0.36	1	22
11	1	3	1	0.82	0	22
12	3	1	0	0.22	1	22
13	3	3	1	0.87	0	22
14	1	2	1	0.45	0	22
15	2	3	1	0.7	0	22
16	1	1	1	0.27	0	22
17	2	2	1	0.4	0	22
18	1	1	1	0.18	0	22
19	1	3	1	0.74	0	22
20	3	2	0	0.52	1	22
21	1	1	1	0.34	0	22
22	3	3	1	0.7	1	22
23	2	2	1	0.65	0	22
24	2	2	1	0.49	1	22
25	2	2	1	0.57	0	22
26	2	1	1	0.22	1	22
27	1	2	1	0.4	1	22
28	2	1	0	0.27	1	22
29	1	3	1	0.88	0	22
30	3	1	0	0.09	1	22
31	3	2	1	0.44	1	22
32	3	3	1	0.95	1	22
33	2	3	1	0.75	1	22
34	2	1	1	0.06	1	22
35	2	3	1	0.83	0	22
36	1	3	1	0.66	0	22
37	3	3	1	0.84	1	22
38	1	3	1	0.93	0	22
39	3	1	0	0.2	1	22
40	3	2	0	0.41	1	22
41	1	2	1	0.59	0	22
42	1	3	1	0.85	0	22
43	3	3	1	0.92	1	22
44	2	3	1	0.8	0	22
45	1	2	1	0.37	0	22
46	1	3	1	0.8	1	22
47	2	2	1	0.62	0	22
48	2	1	1	0.11	1	22
49	3	2	1	0.5	1	22
50	3	2	1	0.63	1	22
51	2	3	0	0.89	0	22
52	1	3	1	0.71	0	22
53	2	1	0	0.19	1	22
54	2	2	1	0.46	0	22
55	3	1	0	0.07	0	22
56	3	2	0	0.55	1	22
57	2	3	1	0.67	1	22
58	2	1	1	0.25	0	22
59	3	1	0	0.28	1	22
60	1	1	0	0.32	0	22
61	3	3	1	0.68	1	22
62	1	1	0	0.07	0	22
63	2	2	0	0.54	1	22
64	2	3	1	0.75	1	22
65	1	1	1	0.23	0	22
66	1	2	1	0.5	0	22
67	3	1	1	0.14	1	22
68	2	1	1	0.32	0	22
69	1	2	0	0.45	0	22
70	2	2	1	0.38	1	22
71	3	3	1	0.76	1	22
72	1	1	1	0.16	0	22
73	3	2	0	0.39	1	22
74	2	1	0	0.24	1	22
75	2	3	1	0.86	0	22
76	1	2	1	0.56	0	22
77	3	3	0	0.81	1	22
78	2	3	1	0.94	0	22
79	2	2	0	0.51	1	22
80	3	1	0	0.33	1	22
81	1	2	1	0.42	0	22
82	1	3	1	0.69	0	22
83	2	3	1	0.72	0	22
84	1	1	1	0.12	0	22
85	3	2	0	0.55	1	22
86	1	1	1	0.21	0	22
87	3	2	1	0.47	1	22
88	3	1	1	0.12	1	22
89	2	1	0	0.17	1	22
90	1	2	1	0.64	0	22
91	1	1	0	0.05	0	22
92	1	3	1	0.85	0	22
93	1	1	0	0.29	0	22
94	1	3	1	0.77	1	22
95	3	1	0	0.17	1	22
96	2	3	1	0.78	1	22
97	2	2	0	0.43	1	22
98	3	3	1	0.65	1	22
99	3	3	1	0.73	0	22
100	2	1	0	0.3	0	22
101	1	3	1	0.9	0	22
102	3	1	0	0.26	1	22
103	1	2	1	0.48	0	22
104	2	1	1	0.08	0	22
105	3	3	1	0.9	1	22
106	2	2	1	0.6	1	22
107	2	2	1	0.35	0	22
108	3	2	0	0.6	1	22
1	1	2	1	0.53	0	23
2	2	1	0	0.13	0	23
3	2	3	0	0.91	1	23
4	3	1	0	0.15	1	23
5	1	2	1	0.61	0	23
6	3	1	0	0.31	1	23
7	3	3	0	0.79	1	23
8	1	1	1	0.1	0	23
9	3	2	0	0.58	1	23
10	3	2	0	0.36	1	23
11	1	3	1	0.82	0	23
12	3	1	0	0.22	1	23
13	3	3	0	0.87	0	23
14	1	2	1	0.45	0	23
15	2	3	0	0.7	0	23
16	1	1	1	0.27	0	23
17	2	2	1	0.4	0	23
18	1	1	1	0.18	0	23
19	1	3	1	0.74	0	23
20	3	2	0	0.52	1	23
21	1	1	1	0.34	0	23
22	3	3	0	0.7	1	23
23	2	2	1	0.65	0	23
24	2	2	0	0.49	1	23
25	2	2	0	0.57	0	23
26	2	1	1	0.22	1	23
27	1	2	1	0.4	1	23
28	2	1	0	0.27	1	23
29	1	3	0	0.88	0	23
30	3	1	0	0.09	1	23
31	3	2	0	0.44	1	23
32	3	3	0	0.95	1	23
33	2	3	1	0.75	1	23
34	2	1	1	0.06	1	23
35	2	3	1	0.83	0	23
36	1	3	1	0.66	0	23
37	3	3	0	0.84	1	23
38	1	3	1	0.93	0	23
39	3	1	0	0.2	1	23
40	3	2	0	0.41	1	23
41	1	2	1	0.59	0	23
42	1	3	1	0.85	0	23
43	3	3	0	0.92	1	23
44	2	3	1	0.8	0	23
45	1	2	1	0.37	0	23
46	1	3	1	0.8	1	23
47	2	2	1	0.62	0	23
48	2	1	1	0.11	1	23
49	3	2	0	0.5	1	23
50	3	2	0	0.63	1	23
51	2	3	1	0.89	0	23
52	1	3	1	0.71	0	23
53	2	1	0	0.19	1	23
54	2	2	1	0.46	0	23
55	3	1	0	0.07	0	23
56	3	2	0	0.55	1	23
57	2	3	1	0.67	1	23
58	2	1	0	0.25	0	23
59	3	1	0	0.28	1	23
60	1	1	1	0.32	0	23
61	3	3	1	0.68	1	23
62	1	1	0	0.07	0	23
63	2	2	1	0.54	1	23
64	2	3	1	0.75	1	23
65	1	1	0	0.23	0	23
66	1	2	1	0.5	0	23
67	3	1	0	0.14	1	23
68	2	1	1	0.32	0	23
70	2	2	1	0.38	1	23
71	3	3	0	0.76	1	23
72	1	1	1	0.16	0	23
73	3	2	1	0.39	1	23
74	2	1	0	0.24	1	23
75	2	3	1	0.86	0	23
76	1	2	1	0.56	0	23
77	3	3	1	0.81	1	23
78	2	3	0	0.94	0	23
79	2	2	1	0.51	1	23
80	3	1	0	0.33	1	23
81	1	2	1	0.42	0	23
82	1	3	1	0.69	0	23
83	2	3	1	0.72	0	23
84	1	1	1	0.12	0	23
85	3	2	0	0.55	1	23
86	1	1	1	0.21	0	23
87	3	2	0	0.47	1	23
88	3	1	0	0.12	1	23
89	2	1	1	0.17	1	23
90	1	2	1	0.64	0	23
91	1	1	1	0.05	0	23
92	1	3	1	0.85	0	23
93	1	1	1	0.29	0	23
94	1	3	1	0.77	1	23
95	3	1	0	0.17	1	23
96	2	3	1	0.78	1	23
97	2	2	0	0.43	1	23
98	3	3	0	0.65	1	23
99	3	3	1	0.73	0	23
100	2	1	0	0.3	0	23
101	1	3	1	0.9	0	23
102	3	1	0	0.26	1	23
103	1	2	0	0.48	0	23
104	2	1	1	0.08	0	23
105	3	3	0	0.9	1	23
106	2	2	1	0.6	1	23
107	2	2	1	0.35	0	23
108	3	2	0	0.6	1	23
1	1	2	1	0.53	0	24
2	2	1	1	0.13	0	24
3	2	3	1	0.91	1	24
4	3	1	0	0.15	1	24
5	1	2	1	0.61	0	24
6	3	1	0	0.31	1	24
7	3	3	0	0.79	1	24
8	1	1	1	0.1	0	24
9	3	2	0	0.58	1	24
10	3	2	0	0.36	1	24
11	1	3	1	0.82	0	24
12	3	1	0	0.22	1	24
13	3	3	0	0.87	0	24
14	1	2	1	0.45	0	24
15	2	3	1	0.7	0	24
16	1	1	1	0.27	0	24
17	2	2	1	0.4	0	24
18	1	1	1	0.18	0	24
19	1	3	1	0.74	0	24
20	3	2	0	0.52	1	24
21	1	1	1	0.34	0	24
22	3	3	1	0.7	1	24
23	2	2	1	0.65	0	24
24	2	2	1	0.49	1	24
25	2	2	1	0.57	0	24
26	2	1	1	0.22	1	24
27	1	2	1	0.4	1	24
28	2	1	1	0.27	1	24
29	1	3	1	0.88	0	24
30	3	1	0	0.09	1	24
31	3	2	0	0.44	1	24
32	3	3	0	0.95	1	24
33	2	3	1	0.75	1	24
34	2	1	1	0.06	1	24
35	2	3	1	0.83	0	24
36	1	3	1	0.66	0	24
37	3	3	0	0.84	1	24
38	1	3	1	0.93	0	24
39	3	1	0	0.2	1	24
40	3	2	0	0.41	1	24
41	1	2	1	0.59	0	24
42	1	3	1	0.85	0	24
43	3	3	1	0.92	1	24
44	2	3	1	0.8	0	24
45	1	2	1	0.37	0	24
47	2	2	1	0.62	0	24
48	2	1	1	0.11	1	24
49	3	2	0	0.5	1	24
50	3	2	1	0.63	1	24
51	2	3	1	0.89	0	24
52	1	3	1	0.71	0	24
53	2	1	0	0.19	1	24
54	2	2	1	0.46	0	24
55	3	1	0	0.07	0	24
56	3	2	1	0.55	1	24
57	2	3	1	0.67	1	24
58	2	1	1	0.25	0	24
59	3	1	0	0.28	1	24
60	1	1	0	0.32	0	24
61	3	3	0	0.68	1	24
62	1	1	1	0.07	0	24
63	2	2	1	0.54	1	24
64	2	3	1	0.75	1	24
65	1	1	1	0.23	0	24
66	1	2	1	0.5	0	24
67	3	1	0	0.14	1	24
68	2	1	1	0.32	0	24
69	1	2	1	0.45	0	24
70	2	2	1	0.38	1	24
71	3	3	0	0.76	1	24
72	1	1	1	0.16	0	24
73	3	2	0	0.39	1	24
74	2	1	0	0.24	1	24
75	2	3	1	0.86	0	24
76	1	2	1	0.56	0	24
77	3	3	0	0.81	1	24
78	2	3	1	0.94	0	24
79	2	2	1	0.51	1	24
80	3	1	0	0.33	1	24
81	1	2	1	0.42	0	24
82	1	3	1	0.69	0	24
83	2	3	1	0.72	0	24
84	1	1	1	0.12	0	24
85	3	2	0	0.55	1	24
86	1	1	1	0.21	0	24
87	3	2	0	0.47	1	24
88	3	1	0	0.12	1	24
89	2	1	1	0.17	1	24
90	1	2	1	0.64	0	24
91	1	1	1	0.05	0	24
92	1	3	1	0.85	0	24
93	1	1	1	0.29	0	24
94	1	3	1	0.77	1	24
95	3	1	0	0.17	1	24
96	2	3	1	0.78	1	24
97	2	2	1	0.43	1	24
98	3	3	0	0.65	1	24
99	3	3	1	0.73	0	24
100	2	1	1	0.3	0	24
101	1	3	1	0.9	0	24
102	3	1	0	0.26	1	24
103	1	2	1	0.48	0	24
104	2	1	1	0.08	0	24
105	3	3	0	0.9	1	24
106	2	2	1	0.6	1	24
107	2	2	1	0.35	0	24
108	3	2	0	0.6	1	24
1	1	2	0	0.53	0	25
2	2	1	0	0.13	0	25
3	2	3	1	0.91	1	25
4	3	1	0	0.15	1	25
5	1	2	1	0.61	0	25
6	3	1	0	0.31	1	25
7	3	3	0	0.79	1	25
8	1	1	0	0.1	0	25
9	3	2	0	0.58	1	25
10	3	2	0	0.36	1	25
11	1	3	1	0.82	0	25
12	3	1	0	0.22	1	25
13	3	3	0	0.87	0	25
14	1	2	0	0.45	0	25
15	2	3	1	0.7	0	25
16	1	1	1	0.27	0	25
17	2	2	1	0.4	0	25
18	1	1	0	0.18	0	25
19	1	3	1	0.74	0	25
20	3	2	0	0.52	1	25
21	1	1	1	0.34	0	25
22	3	3	0	0.7	1	25
23	2	2	1	0.65	0	25
24	2	2	1	0.49	1	25
25	2	2	1	0.57	0	25
26	2	1	1	0.22	1	25
27	1	2	1	0.4	1	25
28	2	1	1	0.27	1	25
29	1	3	1	0.88	0	25
30	3	1	0	0.09	1	25
31	3	2	0	0.44	1	25
32	3	3	0	0.95	1	25
33	2	3	1	0.75	1	25
34	2	1	1	0.06	1	25
35	2	3	1	0.83	0	25
36	1	3	1	0.66	0	25
37	3	3	0	0.84	1	25
38	1	3	1	0.93	0	25
39	3	1	0	0.2	1	25
40	3	2	0	0.41	1	25
41	1	2	1	0.59	0	25
42	1	3	1	0.85	0	25
43	3	3	0	0.92	1	25
44	2	3	1	0.8	0	25
45	1	2	1	0.37	0	25
46	1	3	1	0.8	1	25
47	2	2	1	0.62	0	25
48	2	1	0	0.11	1	25
49	3	2	0	0.5	1	25
50	3	2	0	0.63	1	25
51	2	3	1	0.89	0	25
52	1	3	1	0.71	0	25
53	2	1	1	0.19	1	25
54	2	2	1	0.46	0	25
55	3	1	0	0.07	0	25
56	3	2	0	0.55	1	25
57	2	3	1	0.67	1	25
58	2	1	0	0.25	0	25
59	3	1	0	0.28	1	25
60	1	1	1	0.32	0	25
61	3	3	1	0.68	1	25
62	1	1	1	0.07	0	25
63	2	2	1	0.54	1	25
64	2	3	1	0.75	1	25
65	1	1	1	0.23	0	25
66	1	2	1	0.5	0	25
67	3	1	0	0.14	1	25
68	2	1	1	0.32	0	25
69	1	2	1	0.45	0	25
70	2	2	1	0.38	1	25
71	3	3	1	0.76	1	25
72	1	1	1	0.16	0	25
73	3	2	0	0.39	1	25
74	2	1	0	0.24	1	25
75	2	3	1	0.86	0	25
76	1	2	1	0.56	0	25
77	3	3	0	0.81	1	25
78	2	3	1	0.94	0	25
79	2	2	0	0.51	1	25
80	3	1	1	0.33	1	25
81	1	2	1	0.42	0	25
82	1	3	1	0.69	0	25
83	2	3	1	0.72	0	25
84	1	1	0	0.12	0	25
85	3	2	0	0.55	1	25
86	1	1	1	0.21	0	25
87	3	2	0	0.47	1	25
88	3	1	0	0.12	1	25
89	2	1	0	0.17	1	25
90	1	2	1	0.64	0	25
91	1	1	1	0.05	0	25
92	1	3	1	0.85	0	25
93	1	1	1	0.29	0	25
94	1	3	1	0.77	1	25
95	3	1	0	0.17	1	25
96	2	3	1	0.78	1	25
98	3	3	0	0.65	1	25
99	3	3	1	0.73	0	25
100	2	1	0	0.3	0	25
101	1	3	1	0.9	0	25
102	3	1	0	0.26	1	25
103	1	2	1	0.48	0	25
104	2	1	0	0.08	0	25
105	3	3	0	0.9	1	25
106	2	2	1	0.6	1	25
107	2	2	1	0.35	0	25
108	3	2	0	0.6	1	25
1	1	2	1	0.53	0	26
2	2	1	0	0.13	0	26
3	2	3	1	0.91	1	26
4	3	1	0	0.15	1	26
5	1	2	1	0.61	0	26
6	3	1	0	0.31	1	26
7	3	3	1	0.79	1	26
8	1	1	0	0.1	0	26
9	3	2	1	0.58	1	26
10	3	2	1	0.36	1	26
11	1	3	1	0.82	0	26
12	3	1	0	0.22	1	26
13	3	3	1	0.87	0	26
14	1	2	1	0.45	0	26
15	2	3	1	0.7	0	26
16	1	1	1	0.27	0	26
17	2	2	1	0.4	0	26
18	1	1	0	0.18	0	26
19	1	3	1	0.74	0	26
20	3	2	1	0.52	1	26
21	1	1	0	0.34	0	26
22	3	3	1	0.7	1	26
23	2	2	1	0.65	0	26
24	2	2	1	0.49	1	26
25	2	2	1	0.57	0	26
26	2	1	0	0.22	1	26
27	1	2	1	0.4	1	26
28	2	1	0	0.27	1	26
29	1	3	1	0.88	0	26
30	3	1	0	0.09	1	26
31	3	2	1	0.44	1	26
32	3	3	1	0.95	1	26
33	2	3	1	0.75	1	26
34	2	1	0	0.06	1	26
35	2	3	1	0.83	0	26
36	1	3	1	0.66	0	26
37	3	3	1	0.84	1	26
38	1	3	1	0.93	0	26
39	3	1	0	0.2	1	26
40	3	2	0	0.41	1	26
41	1	2	1	0.59	0	26
42	1	3	1	0.85	0	26
43	3	3	1	0.92	1	26
44	2	3	1	0.8	0	26
45	1	2	1	0.37	0	26
46	1	3	1	0.8	1	26
47	2	2	1	0.62	0	26
48	2	1	0	0.11	1	26
49	3	2	1	0.5	1	26
50	3	2	1	0.63	1	26
51	2	3	1	0.89	0	26
52	1	3	1	0.71	0	26
53	2	1	0	0.19	1	26
54	2	2	1	0.46	0	26
55	3	1	0	0.07	0	26
56	3	2	0	0.55	1	26
57	2	3	1	0.67	1	26
58	2	1	0	0.25	0	26
59	3	1	0	0.28	1	26
60	1	1	1	0.32	0	26
61	3	3	1	0.68	1	26
62	1	1	0	0.07	0	26
63	2	2	1	0.54	1	26
64	2	3	1	0.75	1	26
65	1	1	0	0.23	0	26
66	1	2	1	0.5	0	26
67	3	1	0	0.14	1	26
68	2	1	0	0.32	0	26
69	1	2	1	0.45	0	26
70	2	2	0	0.38	1	26
71	3	3	1	0.76	1	26
72	1	1	1	0.16	0	26
73	3	2	0	0.39	1	26
74	2	1	0	0.24	1	26
75	2	3	1	0.86	0	26
76	1	2	1	0.56	0	26
77	3	3	1	0.81	1	26
78	2	3	1	0.94	0	26
